,layer,method,number,accuracy,maxdepth
2027,model.edge_s2s,baseline,18,0.93,3
2028,model.blocks.0.activation,baseline,11,0.9384615384615385,3
2029,model.blocks.0.activation,SAE,5,0.9798994974874372,3
2030,model.edge_s2s,SOM,6,1.0,3
2031,model.state_encoder.layers.1,SAE,9,0.9378238341968912,3
2032,model.node_s2s,baseline,58,0.8743718592964824,3
2033,model.output_proj.layers.2,baseline,10,0.949238578680203,3
2034,model.blocks.1.activation,SOM,10,0.9681528662420382,3
2035,model.state_encoder.layers.1,baseline,7,0.8138297872340425,3
2036,model.node_s2s,SAE,14,0.9296482412060302,3
2037,model.blocks.2.activation,SOM,21,0.993006993006993,3
2038,model.node_s2s,SOM,10,0.9943502824858758,3
2039,model.blocks.2.activation,SAE,10,0.9846153846153847,3
2040,model.node_s2s,SAE,57,0.9081081081081082,3
2041,model.edge_s2s,SAE,180,0.8256410256410256,3
2042,model.output_proj.layers.2,SOM,15,0.9346733668341709,3
2043,model.blocks.1.activation,SAE,36,0.975,3
2044,model.edge_s2s,baseline,41,0.8181818181818182,3
2045,model.blocks.2.activation,baseline,9,0.9593908629441624,3
2046,model.node_s2s,SAE,156,0.9047619047619048,3
2047,model.node_s2s,SOM,0,1.0,3
2048,model.edge_s2s,SAE,129,0.9222797927461139,3
2049,model.blocks.2.activation,SOM,3,0.92,3
2050,model.output_proj.layers.2,SOM,11,0.9940828402366864,3
2051,model.blocks.0.activation,baseline,13,0.9067357512953368,3
2052,model.node_s2s,SAE,3,0.9162303664921466,3
2053,model.node_s2s,SAE,130,0.9417989417989417,3
2054,model.output_proj.layers.2,baseline,12,0.9747474747474747,3
2055,model.node_s2s,SAE,160,0.958974358974359,3
2056,model.node_s2s,SAE,56,0.9585492227979274,3
2057,model.state_encoder.layers.1,SOM,14,0.9932885906040269,3
2058,model.node_s2s,baseline,55,0.8112244897959183,3
2059,model.edge_s2s,baseline,23,0.9693877551020408,3
2060,model.blocks.0.activation,baseline,4,0.96875,3
2061,model.blocks.1.activation,SAE,39,0.9222797927461139,3
2062,model.edge_s2s,SAE,69,0.9128205128205128,3
2063,model.node_s2s,SAE,101,0.9016393442622951,3
2064,model.node_s2s,baseline,9,0.9263157894736842,3
2065,model.blocks.1.activation,baseline,10,0.949238578680203,3
2066,model.blocks.1.activation,SAE,32,0.8952879581151832,3
2067,model.edge_s2s,baseline,1,0.9390862944162437,3
2068,model.output_proj.layers.2,SAE,30,0.964824120603015,3
2069,model.node_s2s,SOM,12,1.0,3
2070,model.edge_s2s,SAE,114,0.921875,3
2071,model.state_encoder.layers.1,SAE,12,0.9593908629441624,3
2072,model.node_s2s,SAE,52,0.9361702127659575,3
2073,model.edge_s2s,SOM,21,0.984375,3
2074,model.node_s2s,SAE,145,0.921875,3
2075,model.state_encoder.layers.1,SAE,2,0.8870056497175142,3
2076,model.blocks.1.activation,SAE,41,0.9543147208121827,3
2077,model.blocks.1.activation,SAE,11,0.9796954314720813,3
2078,model.blocks.2.activation,SAE,32,0.949238578680203,3
2079,model.blocks.2.activation,baseline,15,0.9849246231155779,3
2080,model.edge_s2s,SAE,178,0.8923076923076924,3
2081,model.node_s2s,SAE,187,0.9414893617021277,3
2082,model.edge_s2s,SAE,32,0.868421052631579,3
2083,model.edge_s2s,baseline,6,0.9144736842105263,3
2084,model.blocks.1.activation,baseline,7,0.8138297872340425,3
2085,model.node_s2s,SAE,152,0.9642857142857143,3
2086,model.blocks.2.activation,SOM,15,0.9931506849315068,3
2087,model.blocks.2.activation,SAE,41,0.9010989010989011,3
2088,model.blocks.2.activation,SAE,11,0.9484536082474226,3
2089,model.blocks.0.activation,SAE,33,0.949238578680203,3
2090,model.node_s2s,SAE,38,0.9489795918367347,3
2091,model.state_encoder.layers.1,baseline,14,0.8512820512820513,3
2092,model.blocks.2.activation,SAE,38,0.9690721649484536,3
2093,model.edge_s2s,SOM,13,0.9767441860465116,3
2094,model.node_s2s,baseline,19,0.9393939393939394,3
2095,model.edge_s2s,SAE,146,0.8131313131313131,3
2096,model.edge_s2s,SAE,143,0.9536082474226805,3
2097,model.edge_s2s,baseline,40,0.8274111675126904,3
2098,model.node_s2s,SOM,18,1.0,3
2099,model.edge_s2s,SAE,169,0.868421052631579,3
2100,model.blocks.1.activation,baseline,14,0.8512820512820513,3
2101,model.output_proj.layers.2,SAE,40,0.9479166666666666,3
2102,model.blocks.0.activation,SAE,32,0.9747474747474747,3
2103,model.blocks.1.activation,SOM,1,0.912568306010929,3
2104,model.node_s2s,SOM,21,0.9948717948717949,3
2105,model.node_s2s,SAE,135,0.9135135135135135,3
2106,model.blocks.2.activation,SAE,25,0.964824120603015,3
2107,model.state_encoder.layers.1,SAE,41,0.949238578680203,3
2108,model.output_proj.layers.2,SOM,20,0.945,3
2109,model.edge_s2s,baseline,37,0.8838383838383839,3
2110,model.edge_s2s,SOM,15,0.9940476190476191,3
2111,model.output_proj.layers.2,SAE,21,0.9792746113989638,3
2112,model.blocks.2.activation,SAE,37,0.8923076923076924,3
2113,model.state_encoder.layers.1,SAE,40,0.9381443298969072,3
2114,model.blocks.2.activation,SAE,20,0.9593908629441624,3
2115,model.edge_s2s,SAE,29,0.7360406091370558,3
2116,model.edge_s2s,SOM,1,0.9931506849315068,3
2117,model.node_s2s,SAE,86,0.93048128342246,3
2118,model.node_s2s,SAE,115,0.9021739130434783,3
2119,model.state_encoder.layers.1,baseline,2,0.9631578947368421,3
2120,model.node_s2s,SAE,66,0.9166666666666666,3
2121,model.blocks.0.activation,SAE,23,0.9333333333333333,3
2122,model.blocks.0.activation,SOM,5,0.9877300613496932,3
2123,model.edge_s2s,SOM,16,0.9774011299435028,3
2124,model.node_s2s,baseline,44,0.8190954773869347,3
2125,model.blocks.2.activation,SAE,24,0.9226804123711341,3
2126,model.edge_s2s,SAE,188,0.93717277486911,3
2127,model.output_proj.layers.2,SAE,1,0.9322916666666666,3
2128,model.edge_s2s,SAE,23,0.8385416666666666,3
2129,model.state_encoder.layers.1,SOM,12,0.9887640449438202,3
2130,model.blocks.1.activation,SAE,18,0.9695431472081218,3
2131,model.edge_s2s,SAE,46,0.9222797927461139,3
2132,model.edge_s2s,SAE,95,0.8969072164948454,3
2133,model.output_proj.layers.2,baseline,4,0.96875,3
2134,model.output_proj.layers.2,SAE,46,0.9588235294117647,3
2135,model.blocks.2.activation,SOM,20,0.9927007299270073,3
2136,model.node_s2s,SAE,100,0.9393939393939394,3
2137,model.output_proj.layers.2,SOM,2,0.9934640522875817,3
2138,model.blocks.1.activation,SOM,13,1.0,3
2139,model.node_s2s,SAE,139,0.9243243243243243,3
2140,model.blocks.2.activation,SAE,4,0.9692307692307692,3
2141,model.blocks.0.activation,SOM,11,0.9940119760479041,3
2142,model.state_encoder.layers.1,SAE,15,0.9025641025641026,3
2143,model.node_s2s,baseline,10,0.8762886597938144,3
2144,model.blocks.2.activation,SOM,0,1.0,3
2145,model.blocks.0.activation,baseline,1,0.9191919191919192,3
2146,model.blocks.2.activation,SAE,45,0.9587628865979382,3
2147,model.output_proj.layers.2,SAE,27,0.9949748743718593,3
2148,model.output_proj.layers.2,SAE,24,0.9025641025641026,3
2149,model.blocks.0.activation,SAE,38,0.7567567567567568,3
2150,model.node_s2s,SAE,63,0.91005291005291,3
2151,model.node_s2s,SAE,42,0.9424083769633508,3
2152,model.node_s2s,SAE,85,0.9424083769633508,3
2153,model.blocks.0.activation,SAE,37,0.9846938775510204,3
2154,model.node_s2s,SAE,60,0.9162303664921466,3
2155,model.blocks.0.activation,SAE,21,0.9329896907216495,3
2156,model.node_s2s,SOM,3,1.0,3
2157,model.blocks.2.activation,SAE,9,0.9322916666666666,3
2158,model.blocks.0.activation,SOM,16,1.0,3
2159,model.output_proj.layers.2,SOM,8,0.993006993006993,3
2160,model.edge_s2s,SAE,103,0.8186528497409327,3
2161,model.edge_s2s,SOM,20,0.9895287958115183,3
2162,model.blocks.1.activation,SAE,23,0.9438775510204082,3
2163,model.output_proj.layers.2,SAE,35,0.9393939393939394,3
2164,model.blocks.1.activation,SOM,11,0.9802631578947368,3
2165,model.node_s2s,SAE,70,0.9384615384615385,3
2166,model.blocks.2.activation,SAE,15,0.9438775510204082,3
2167,model.blocks.1.activation,SAE,1,0.9536082474226805,3
2168,model.blocks.0.activation,SOM,4,0.9384615384615385,3
2169,model.edge_s2s,SOM,11,1.0,3
2170,model.edge_s2s,SAE,14,0.8645833333333334,3
2171,model.edge_s2s,baseline,7,0.9712643678160919,3
2172,model.edge_s2s,SAE,157,0.7916666666666666,3
2173,model.edge_s2s,SOM,19,0.9637305699481865,3
2174,model.node_s2s,SAE,99,0.964824120603015,3
2175,model.blocks.0.activation,SAE,29,0.9538461538461539,3
2176,model.output_proj.layers.2,SAE,20,0.9119170984455959,3
2177,model.state_encoder.layers.1,SAE,34,0.9689119170984456,3
2178,model.output_proj.layers.2,SAE,0,0.9343434343434344,3
2179,model.state_encoder.layers.1,SOM,15,0.9754601226993865,3
2180,model.blocks.0.activation,SOM,19,0.9948186528497409,3
2181,model.edge_s2s,SOM,8,0.9940828402366864,3
2182,model.edge_s2s,baseline,14,0.845,3
2183,model.edge_s2s,baseline,13,0.8958333333333334,3
2184,model.edge_s2s,baseline,11,0.9585492227979274,3
2185,model.state_encoder.layers.1,SAE,26,0.9162303664921466,3
2186,model.edge_s2s,SAE,33,0.9157894736842105,3
2187,model.node_s2s,SAE,54,0.9421052631578948,3
2188,model.blocks.2.activation,baseline,11,0.9384615384615385,3
2189,model.node_s2s,SAE,46,0.9583333333333334,3
2190,model.edge_s2s,baseline,56,0.8535353535353535,3
2191,model.state_encoder.layers.1,SAE,19,0.8534031413612565,3
2192,model.blocks.0.activation,baseline,8,0.841025641025641,3
2193,model.node_s2s,SAE,9,0.96,3
2194,model.blocks.0.activation,SAE,15,0.8274111675126904,3
2195,model.edge_s2s,baseline,58,0.9644670050761421,3
2196,model.node_s2s,SOM,19,1.0,3
2197,model.edge_s2s,SAE,141,0.9473684210526315,3
2198,model.node_s2s,baseline,56,0.9025641025641026,3
2199,model.blocks.1.activation,SAE,12,0.8928571428571429,3
2200,model.edge_s2s,SAE,172,0.9270833333333334,3
2201,model.node_s2s,SAE,167,0.9487179487179487,3
2202,model.edge_s2s,SAE,161,0.8316326530612245,3
2203,model.state_encoder.layers.1,SOM,13,0.9938650306748467,3
2204,model.node_s2s,SAE,26,0.953125,3
2205,model.state_encoder.layers.1,SAE,38,0.958974358974359,3
2206,model.node_s2s,baseline,39,0.82,3
2207,model.node_s2s,SAE,29,0.8633879781420765,3
2208,model.node_s2s,SAE,123,0.9435897435897436,3
2209,model.edge_s2s,SAE,100,0.9175257731958762,3
2210,model.edge_s2s,SAE,82,0.9010416666666666,3
2211,model.node_s2s,baseline,24,0.8958333333333334,3
2212,model.blocks.1.activation,SOM,8,0.9938650306748467,3
2213,model.node_s2s,SAE,6,0.9543147208121827,3
2214,model.edge_s2s,baseline,9,0.84375,3
2215,model.node_s2s,SAE,155,0.9468085106382979,3
2216,model.output_proj.layers.2,baseline,0,0.9841269841269841,3
2217,model.blocks.0.activation,SOM,7,0.9803921568627451,3
2218,model.blocks.2.activation,SOM,4,0.9593908629441624,3
2219,model.node_s2s,SAE,23,0.9476439790575916,3
2220,model.blocks.1.activation,SAE,25,0.9487179487179487,3
2221,model.node_s2s,SAE,148,0.968421052631579,3
2222,model.blocks.2.activation,SOM,17,0.9939024390243902,3
2223,model.node_s2s,SAE,41,0.9315789473684211,3
2224,model.edge_s2s,SOM,14,1.0,3
2225,model.edge_s2s,SAE,190,0.8272251308900523,3
2226,model.edge_s2s,SAE,40,0.8860103626943006,3
2227,model.edge_s2s,SAE,31,0.7794871794871795,3
2228,model.node_s2s,SAE,154,0.9166666666666666,3
2229,model.blocks.1.activation,baseline,4,0.96875,3
2230,model.edge_s2s,SAE,163,0.7513227513227513,3
2231,model.blocks.1.activation,SAE,22,0.9743589743589743,3
2232,model.blocks.1.activation,SAE,37,0.8214285714285714,3
2233,model.blocks.0.activation,SOM,3,0.9397590361445783,3
2234,model.blocks.0.activation,baseline,3,0.9747474747474747,3
2235,model.output_proj.layers.2,SAE,26,0.9381443298969072,3
2236,model.blocks.2.activation,baseline,14,0.8512820512820513,3
2237,model.node_s2s,baseline,2,0.9346733668341709,3
2238,model.blocks.1.activation,SAE,0,0.9748743718592965,3
2239,model.edge_s2s,SAE,102,0.8461538461538461,3
2240,model.edge_s2s,SAE,165,0.9214659685863874,3
2241,model.edge_s2s,SAE,173,0.9333333333333333,3
2242,model.edge_s2s,baseline,4,0.7731958762886598,3
2243,model.blocks.0.activation,SAE,41,0.8383838383838383,3
2244,model.node_s2s,SAE,19,0.9247311827956989,3
2245,model.state_encoder.layers.1,SAE,4,0.9547738693467337,3
2246,model.node_s2s,SAE,165,0.9747474747474747,3
2247,model.edge_s2s,SAE,118,0.8601036269430051,3
2248,model.blocks.2.activation,SAE,27,0.8923076923076924,3
2249,model.node_s2s,SAE,44,0.9214659685863874,3
2250,model.blocks.2.activation,SAE,3,0.9847715736040609,3
2251,model.node_s2s,SOM,23,1.0,3
2252,model.blocks.2.activation,SAE,1,0.8756756756756757,3
2253,model.node_s2s,SAE,105,0.8947368421052632,3
2254,model.state_encoder.layers.1,SAE,35,0.9692307692307692,3
2255,model.output_proj.layers.2,SOM,14,1.0,3
2256,model.blocks.0.activation,SAE,43,0.9591836734693877,3
2257,model.edge_s2s,SAE,111,0.9010416666666666,3
2258,model.blocks.2.activation,SAE,33,0.8378378378378378,3
2259,model.node_s2s,baseline,16,0.9625668449197861,3
2260,model.edge_s2s,SAE,60,0.9267015706806283,3
2261,model.node_s2s,baseline,21,0.9635416666666666,3
2262,model.state_encoder.layers.1,baseline,3,0.9747474747474747,3
2263,model.blocks.1.activation,SAE,38,0.9343434343434344,3
2264,model.edge_s2s,SAE,76,0.8717948717948718,3
2265,model.state_encoder.layers.1,SAE,22,0.9137055837563451,3
2266,model.blocks.1.activation,baseline,1,0.9191919191919192,3
2267,model.state_encoder.layers.1,SAE,10,0.9692307692307692,3
2268,model.edge_s2s,SAE,179,0.9421052631578948,3
2269,model.edge_s2s,SAE,96,0.8877551020408163,3
2270,model.node_s2s,SAE,180,0.9187817258883249,3
2271,model.edge_s2s,baseline,62,0.8535353535353535,3
2272,model.node_s2s,SAE,22,0.9214659685863874,3
2273,model.edge_s2s,SAE,35,0.859375,3
2274,model.node_s2s,baseline,26,0.9597989949748744,3
2275,model.edge_s2s,SAE,159,0.9015544041450777,3
2276,model.blocks.2.activation,SOM,16,1.0,3
2277,model.blocks.0.activation,SAE,9,0.9484536082474226,3
2278,model.state_encoder.layers.1,SOM,20,1.0,3
2279,model.state_encoder.layers.1,baseline,5,0.9384615384615385,3
2280,model.node_s2s,SAE,164,0.9,3
2281,model.edge_s2s,baseline,53,0.8826530612244898,3
2282,model.blocks.0.activation,SAE,42,0.9798994974874372,3
2283,model.blocks.0.activation,baseline,6,0.8971428571428571,3
2284,model.node_s2s,SAE,13,0.9322916666666666,3
2285,model.blocks.2.activation,SAE,31,0.9489795918367347,3
2286,model.blocks.0.activation,SOM,6,0.9875776397515528,3
2287,model.blocks.1.activation,SAE,15,0.9278350515463918,3
2288,model.node_s2s,SAE,77,0.9365079365079365,3
2289,model.node_s2s,baseline,34,0.9242424242424242,3
2290,model.node_s2s,SAE,171,0.9375,3
2291,model.node_s2s,SAE,62,0.9319371727748691,3
2292,model.blocks.1.activation,SAE,46,0.9296482412060302,3
2293,model.state_encoder.layers.1,SOM,5,0.8994413407821229,3
2294,model.edge_s2s,baseline,28,0.9329608938547486,3
2295,model.node_s2s,SAE,36,0.9476439790575916,3
2296,model.output_proj.layers.2,SOM,12,0.9825581395348837,3
2297,model.blocks.1.activation,SAE,34,0.8670212765957447,3
2298,model.state_encoder.layers.1,SOM,22,0.9864864864864865,3
2299,model.node_s2s,SAE,166,0.96875,3
2300,model.node_s2s,SAE,47,0.9246231155778895,3
2301,model.node_s2s,SAE,137,0.898936170212766,3
2302,model.node_s2s,SAE,53,0.9195979899497487,3
2303,model.edge_s2s,SAE,51,0.7908163265306123,3
2304,model.blocks.1.activation,SOM,5,0.9251336898395722,3
2305,model.edge_s2s,SAE,68,0.923469387755102,3
2306,model.edge_s2s,SAE,9,0.7727272727272727,3
2307,model.node_s2s,SAE,168,0.8858695652173914,3
2308,model.blocks.1.activation,SAE,8,0.824468085106383,3
2309,model.blocks.0.activation,SAE,24,0.9473684210526315,3
2310,model.output_proj.layers.2,SAE,44,0.8911917098445595,3
2311,model.output_proj.layers.2,SAE,3,0.9086294416243654,3
2312,model.blocks.1.activation,SOM,4,0.9938271604938271,3
2313,model.state_encoder.layers.1,SOM,8,0.9820359281437125,3
2314,model.output_proj.layers.2,SOM,18,0.9938650306748467,3
2315,model.output_proj.layers.2,SAE,32,0.9441624365482234,3
2316,model.output_proj.layers.2,SAE,33,0.9086294416243654,3
2317,model.edge_s2s,SAE,144,0.9365079365079365,3
2318,model.node_s2s,baseline,45,1.0,3
2319,model.state_encoder.layers.1,SAE,1,0.9742268041237113,3
2320,model.node_s2s,SAE,45,0.9484536082474226,3
2321,model.node_s2s,SAE,49,0.9421052631578948,3
2322,model.state_encoder.layers.1,SOM,19,0.9929577464788732,3
2323,model.edge_s2s,baseline,3,0.9281767955801105,3
2324,model.edge_s2s,SOM,10,1.0,3
2325,model.node_s2s,SAE,140,0.995,3
2326,model.blocks.0.activation,SOM,13,0.9891304347826086,3
2327,model.edge_s2s,SAE,63,0.844559585492228,3
2328,model.blocks.0.activation,SOM,24,0.9862068965517241,3
2329,model.state_encoder.layers.1,SAE,33,0.9191919191919192,3
2330,model.blocks.1.activation,SAE,26,0.8333333333333334,3
2331,model.edge_s2s,SAE,167,0.9375,3
2332,model.edge_s2s,SAE,117,0.8449197860962567,3
2333,model.state_encoder.layers.1,SAE,36,0.9689119170984456,3
2334,model.blocks.0.activation,SAE,39,0.9846153846153847,3
2335,model.node_s2s,baseline,36,0.99,3
2336,model.edge_s2s,SAE,152,0.7846153846153846,3
2337,model.blocks.2.activation,SAE,2,0.9587628865979382,3
2338,model.node_s2s,SOM,4,1.0,3
2339,model.edge_s2s,SAE,177,0.9114583333333334,3
2340,model.node_s2s,SAE,117,0.9381443298969072,3
2341,model.output_proj.layers.2,SAE,37,0.9187817258883249,3
2342,model.edge_s2s,SAE,56,0.851063829787234,3
2343,model.node_s2s,SAE,1,0.958974358974359,3
2344,model.node_s2s,SAE,175,0.93048128342246,3
2345,model.edge_s2s,baseline,45,0.9378238341968912,3
2346,model.node_s2s,SAE,138,0.97,3
2347,model.node_s2s,SAE,17,0.9739583333333334,3
2348,model.output_proj.layers.2,SOM,10,0.976878612716763,3
2349,model.edge_s2s,SAE,78,0.9226804123711341,3
2350,model.edge_s2s,SOM,9,0.9940828402366864,3
2351,model.node_s2s,SAE,109,0.9045226130653267,3
2352,model.edge_s2s,SAE,162,0.7794871794871795,3
2353,model.edge_s2s,SAE,50,0.9365079365079365,3
2354,model.edge_s2s,SAE,130,0.9132653061224489,3
2355,model.blocks.1.activation,baseline,2,0.9631578947368421,3
2356,model.edge_s2s,SAE,80,0.7382198952879581,3
2357,model.node_s2s,baseline,6,0.9141414141414141,3
2358,model.edge_s2s,SAE,42,0.8112244897959183,3
2359,model.edge_s2s,baseline,0,0.882051282051282,3
2360,model.edge_s2s,baseline,16,0.8810810810810811,3
2361,model.blocks.0.activation,SAE,47,0.9411764705882353,3
2362,model.node_s2s,SAE,72,0.9375,3
2363,model.node_s2s,baseline,20,1.0,3
2364,model.node_s2s,SAE,82,0.9421052631578948,3
2365,model.node_s2s,SAE,158,0.9259259259259259,3
2366,model.edge_s2s,SAE,98,0.9526315789473684,3
2367,model.edge_s2s,baseline,36,0.7846153846153846,3
2368,model.node_s2s,SAE,28,0.9842105263157894,3
2369,model.state_encoder.layers.1,baseline,0,0.9841269841269841,3
2370,model.blocks.2.activation,SOM,19,0.9738562091503268,3
2371,model.node_s2s,SAE,174,0.9635416666666666,3
2372,model.output_proj.layers.2,baseline,11,0.9384615384615385,3
2373,model.node_s2s,baseline,5,1.0,3
2374,model.blocks.2.activation,SAE,19,0.8947368421052632,3
2375,model.state_encoder.layers.1,baseline,10,0.949238578680203,3
2376,model.edge_s2s,SAE,21,0.9322916666666666,3
2377,model.blocks.1.activation,baseline,0,0.9841269841269841,3
2378,model.edge_s2s,SOM,5,0.9858156028368794,3
2379,model.output_proj.layers.2,SAE,4,0.9543147208121827,3
2380,model.edge_s2s,SAE,73,0.8775510204081632,3
2381,model.node_s2s,SAE,98,0.9308510638297872,3
2382,model.output_proj.layers.2,SOM,0,0.9883720930232558,3
2383,model.state_encoder.layers.1,baseline,8,0.841025641025641,3
2384,model.blocks.0.activation,SAE,25,0.7563451776649747,3
2385,model.node_s2s,baseline,8,0.9444444444444444,3
2386,model.node_s2s,SAE,186,0.9292929292929293,3
2387,model.blocks.0.activation,SOM,17,0.993421052631579,3
2388,model.edge_s2s,SAE,59,0.7958115183246073,3
2389,model.blocks.1.activation,SAE,29,0.9533678756476683,3
2390,model.state_encoder.layers.1,SAE,6,0.8469387755102041,3
2391,model.edge_s2s,baseline,46,0.8737373737373737,3
2392,model.blocks.2.activation,SOM,13,0.9801324503311258,3
2393,model.node_s2s,SOM,2,1.0,3
2394,model.node_s2s,SAE,0,0.9659090909090909,3
2395,model.edge_s2s,SAE,109,0.7575757575757576,3
2396,model.blocks.2.activation,SAE,17,0.9336734693877551,3
2397,model.node_s2s,SAE,32,0.9635416666666666,3
2398,model.edge_s2s,SAE,45,0.9285714285714286,3
2399,model.edge_s2s,SOM,24,0.9896373056994818,3
2400,model.node_s2s,SAE,84,0.9312169312169312,3
2401,model.blocks.0.activation,baseline,2,0.9631578947368421,3
2402,model.edge_s2s,baseline,54,0.9846153846153847,3
2403,model.blocks.2.activation,SOM,24,0.9875776397515528,3
2404,model.node_s2s,SOM,22,0.9941520467836257,3
2405,model.state_encoder.layers.1,baseline,4,0.96875,3
2406,model.blocks.1.activation,SAE,33,0.9795918367346939,3
2407,model.node_s2s,SAE,189,0.9635416666666666,3
2408,model.node_s2s,baseline,61,0.88,3
2409,model.state_encoder.layers.1,SAE,7,0.9015544041450777,3
2410,model.blocks.0.activation,SAE,46,0.9794871794871794,3
2411,model.edge_s2s,SAE,191,0.8860103626943006,3
2412,model.edge_s2s,SAE,20,0.8461538461538461,3
2413,model.node_s2s,SAE,30,0.9545454545454546,3
2414,model.node_s2s,baseline,32,0.9696969696969697,3
2415,model.node_s2s,baseline,38,0.8636363636363636,3
2416,model.state_encoder.layers.1,SOM,10,0.958904109589041,3
2417,model.blocks.1.activation,SOM,16,0.9885057471264368,3
2418,model.blocks.1.activation,SAE,35,0.9076923076923077,3
2419,model.edge_s2s,SAE,91,0.9381443298969072,3
2420,model.blocks.2.activation,baseline,13,0.9067357512953368,3
2421,model.blocks.1.activation,baseline,8,0.841025641025641,3
2422,model.edge_s2s,SAE,6,0.9319371727748691,3
2423,model.blocks.1.activation,SAE,10,0.9615384615384616,3
2424,model.node_s2s,SAE,16,0.9114583333333334,3
2425,model.edge_s2s,SAE,125,0.8229166666666666,3
2426,model.edge_s2s,SAE,41,0.8497409326424871,3
2427,model.node_s2s,baseline,11,1.0,3
2428,model.edge_s2s,SAE,71,0.8969072164948454,3
2429,model.blocks.1.activation,SOM,3,0.993103448275862,3
2430,model.node_s2s,SOM,16,0.9939393939393939,3
2431,model.state_encoder.layers.1,SAE,24,0.8994708994708994,3
2432,model.state_encoder.layers.1,SAE,39,0.9371069182389937,3
2433,model.blocks.1.activation,SAE,16,0.9949494949494949,3
2434,model.state_encoder.layers.1,SOM,24,0.9929078014184397,3
2435,model.blocks.1.activation,SOM,23,1.0,3
2436,model.node_s2s,SAE,55,0.9470899470899471,3
2437,model.edge_s2s,SAE,124,0.8177083333333334,3
2438,model.node_s2s,SAE,119,0.9481865284974094,3
2439,model.node_s2s,SAE,132,0.88,3
2440,model.edge_s2s,baseline,47,0.868421052631579,3
2441,model.node_s2s,SAE,18,0.946524064171123,3
2442,model.node_s2s,SAE,88,0.9384615384615385,3
2443,model.edge_s2s,SAE,176,0.8775510204081632,3
2444,model.edge_s2s,SAE,8,0.9583333333333334,3
2445,model.blocks.1.activation,SAE,28,0.9629629629629629,3
2446,model.edge_s2s,SOM,2,1.0,3
2447,model.blocks.0.activation,SAE,17,0.9132653061224489,3
2448,model.edge_s2s,SAE,122,0.9543147208121827,3
2449,model.node_s2s,baseline,37,1.0,3
2450,model.blocks.0.activation,SAE,34,0.9285714285714286,3
2451,model.blocks.2.activation,baseline,6,0.8971428571428571,3
2452,model.blocks.2.activation,SAE,47,0.9289940828402367,3
2453,model.edge_s2s,baseline,50,0.9086294416243654,3
2454,model.output_proj.layers.2,baseline,2,0.9631578947368421,3
2455,model.blocks.1.activation,SOM,2,0.9681528662420382,3
2456,model.edge_s2s,SAE,126,0.8984771573604061,3
2457,model.output_proj.layers.2,SAE,41,0.8894472361809045,3
2458,model.blocks.2.activation,SOM,14,0.9671052631578947,3
2459,model.blocks.1.activation,SOM,12,0.9941860465116279,3
2460,model.node_s2s,baseline,31,0.9119170984455959,3
2461,model.blocks.2.activation,baseline,2,0.9631578947368421,3
2462,model.edge_s2s,SAE,110,0.927461139896373,3
2463,model.blocks.0.activation,SAE,19,0.8838383838383839,3
2464,model.state_encoder.layers.1,SAE,13,0.9849246231155779,3
2465,model.node_s2s,SAE,129,0.9637305699481865,3
2466,model.edge_s2s,SAE,113,0.865979381443299,3
2467,model.node_s2s,SAE,181,0.9322916666666666,3
2468,model.node_s2s,SAE,162,0.9444444444444444,3
2469,model.edge_s2s,SAE,10,0.8406593406593407,3
2470,model.blocks.2.activation,SAE,5,0.9644670050761421,3
2471,model.blocks.0.activation,baseline,15,0.9849246231155779,3
2472,model.blocks.0.activation,SAE,7,0.9585492227979274,3
2473,model.edge_s2s,SAE,119,0.8979591836734694,3
2474,model.blocks.0.activation,SOM,2,0.967741935483871,3
2475,model.output_proj.layers.2,baseline,13,0.9067357512953368,3
2476,model.edge_s2s,baseline,20,0.9296482412060302,3
2477,model.node_s2s,baseline,14,0.9526315789473684,3
2478,model.blocks.1.activation,SAE,17,0.9747474747474747,3
2479,model.node_s2s,SAE,151,0.953125,3
2480,model.blocks.2.activation,SOM,12,0.9943181818181818,3
2481,model.edge_s2s,SOM,7,0.9938650306748467,3
2482,model.node_s2s,SAE,11,0.9315789473684211,3
2483,model.node_s2s,SAE,110,0.9202127659574468,3
2484,model.edge_s2s,baseline,15,0.9354838709677419,3
2485,model.output_proj.layers.2,SAE,43,0.9119170984455959,3
2486,model.edge_s2s,SAE,85,0.9267015706806283,3
2487,model.edge_s2s,SAE,147,0.9642857142857143,3
2488,model.edge_s2s,SAE,62,0.9153439153439153,3
2489,model.edge_s2s,SAE,153,0.8928571428571429,3
2490,model.node_s2s,SAE,153,0.9242424242424242,3
2491,model.edge_s2s,SOM,4,0.9940476190476191,3
2492,model.output_proj.layers.2,SAE,6,0.8944723618090452,3
2493,model.output_proj.layers.2,baseline,1,0.9191919191919192,3
2494,model.blocks.0.activation,SAE,40,0.7766497461928934,3
2495,model.node_s2s,SAE,12,0.9635416666666666,3
2496,model.edge_s2s,SAE,0,0.9322916666666666,3
2497,model.output_proj.layers.2,SAE,10,0.975,3
2498,model.edge_s2s,SAE,30,0.9315789473684211,3
2499,model.blocks.0.activation,SOM,20,0.9930555555555556,3
2500,model.node_s2s,SAE,21,0.9319371727748691,3
2501,model.blocks.2.activation,SAE,34,0.9494949494949495,3
2502,model.edge_s2s,baseline,57,0.9292929292929293,3
2503,model.edge_s2s,SAE,136,0.8031088082901554,3
